ASV,Name,Completeness,Contamination,16S_identity（%）,taxonomy,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size(bp),predicted_genome_size(Mb),GC_Content,Total_Coding_Sequences
ASV_11094,GCA_000719275.1,100.0 ,0.38,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia_asteroides_[location=28..1541]_[ssu_len=1514]_[contig_len=1551],0.904,802082,325.6719716,6980005,7.0 ,0.7,6472
ASV_619,GCA_002094675.1,100.0 ,0.37,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter_sakazakii_[location=7..422]_[ssu_len=416]_[contig_len=431],0.869,492803,310.9640929,4568860,4.6 ,0.57,4261
ASV_248,GCA_008682415.1,100.0 ,0.37,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus_sp008682415_[location=41171..42666]_[ssu_len=1496]_[contig_len=302989],0.872,466258,346.2976403,6654408,6.6 ,0.62,5594
ASV_5887,GCA_014650415.1,100.0 ,0.37,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_spiroverticillatus_[location=22..1545]_[ssu_len=1524]_[contig_len=1555],0.885,515811,334.0759818,9703912,9.7 ,0.71,8581
ASV_19537,GCA_900465905.1,100.0 ,0.37,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mycoplana;s__Mycoplana_sp900469965_[location=469..1950]_[ssu_len=1482]_[contig_len=6556],0.866,230578,315.5650142,5372107,5.4 ,0.66,4922
ASV_34460,GCF_010020825.1,100.0 ,0.37,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Giesbergeria;s__Giesbergeria_sp010020825_[location=647862..649387]_[ssu_len=1526]_[contig_len=4135531],0.907,4135531,331.4929834,4212503,4.2 ,0.65,3848
ASV_23797,GCA_001667455.1,100.0 ,0.36,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia_nova_[location=203..1716]_[ssu_len=1514]_[contig_len=1731],0.888,65820,316.6939357,7870802,7.8 ,0.68,7371
ASV_20584,GCA_002237795.1,100.0 ,0.36,99.5 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_B;g__Rossellomorea;s__Rossellomorea_vietnamensis_[location=3127..4392]_[ssu_len=1266]_[contig_len=4393],0.863,120558,281.1691964,4374540,4.4 ,0.44,4480
ASV_112,GCF_001425005.1,100.0 ,0.36,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__Pseudoduganella_sp001425005_[location=461076..462603]_[ssu_len=1528]_[contig_len=462691],0.924,420096,342.9994934,6579467,6.6 ,0.62,5922
ASV_34470,GCF_007018435.1,100.0 ,0.36,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga_sp007018905_[location=990522..992005]_[ssu_len=1484]_[contig_len=5806756],0.856,5806756,306.1483121,5806756,5.8 ,0.63,5421
ASV_101,GCA_002427815.1,100.0 ,0.35,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ramlibacter;s__Ramlibacter_tataouinensis_A_[location=15478..16858]_[ssu_len=1381]_[contig_len=16858],0.904,103301,312.1904192,5179555,5.2 ,0.66,5010
ASV_21229,GCF_010686705.1,100.0 ,0.35,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Diaminobutyricibacter;s__Diaminobutyricibacter_tongyongensis_[location=320790..322310]_[ssu_len=1521]_[contig_len=371254],0.914,1150621,319.1475368,4052689,4.0 ,0.67,3877
ASV_17624,GCF_016623615.1,100.0 ,0.35,99.2 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter_A;s__Adhaeribacter_A_terrigena_[location=3834..5351]_[ssu_len=1518]_[contig_len=5973],0.849,372740,342.2118736,4434170,4.4 ,0.46,3672
ASV_18342,GCF_900102625.1,100.0 ,0.35,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax_A;s__Acidovorax_A_valerianellae_[location=460..1985]_[ssu_len=1526]_[contig_len=5751],0.89,235924,331.6980251,5257076,5.2 ,0.66,4709
ASV_24111,GCF_902499205.1,100.0 ,0.35,99.5 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_lata_B_[location=44..1573]_[ssu_len=1530]_[contig_len=1599],0.864,211490,318.8338754,8840914,8.8 ,0.66,7994
ASV_2834,GCA_010726765.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_gallinarum_[location=1874698..1876216]_[ssu_len=1519]_[contig_len=6090007],0.93,6090007,316.486823,6301681,6.3 ,0.66,6185
ASV_1233,GCA_022720775.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_vulgatus_[location=235..1747]_[ssu_len=1513]_[contig_len=5019],0.893,54698,350.0721747,4946683,4.9 ,0.43,4212
ASV_29776,GCF_000022265.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotalea_daltonii_[location=3989238..3990790]_[ssu_len=1553]_[contig_len=4304501],0.902,4304501,338.2410016,4304501,4.3 ,0.53,3834
ASV_10383,GCF_000286315.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina;s__Paenisporosarcina_sp000286315_[location=3..1070]_[ssu_len=1068]_[contig_len=1090],0.783,18530,277.3779954,4115384,4.1 ,0.37,3881
ASV_15801,GCF_000467105.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_alcaligenes_[location=169..1701]_[ssu_len=1533]_[contig_len=5356],0.902,133047,323.1110617,4823390,4.8 ,0.65,4493
ASV_2899,GCF_002001005.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp002001005_[location=4..1316]_[ssu_len=1313]_[contig_len=1388],0.883,56974,346.3669551,4346765,4.3 ,0.34,3698
ASV_8278,GCF_002001045.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_sp002001045_[location=3835..5375]_[ssu_len=1541]_[contig_len=5654],0.895,416309,336.4661952,3981371,4.0 ,0.63,3535
ASV_8508,GCF_016722765.1,100.0 ,0.34,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ramlibacter;s__Ramlibacter_alkalitolerans_[location=239..1766]_[ssu_len=1528]_[contig_len=5439],0.913,346469,320.5341306,5712197,5.7 ,0.69,5435
ASV_17314,GCA_019779905.1,100.0 ,0.33,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter_lapidis_[location=3826..5348]_[ssu_len=1523]_[contig_len=5501],0.855,222104,321.0377358,4828390,4.8 ,0.71,4293
ASV_2328,GCF_001449115.1,100.0 ,0.33,99.5 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus_gabretensis_[location=2033555..2035050]_[ssu_len=1496]_[contig_len=2394573],0.892,729622,358.3056306,5345702,5.3 ,0.57,4440
ASV_19128,GCF_001853485.1,100.0 ,0.33,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_tructae_[location=10..1444]_[ssu_len=1435]_[contig_len=1860],0.881,515812,355.1695986,5359952,5.3 ,0.36,4434
ASV_18248,GCF_003105075.1,100.0 ,0.33,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas_koreensis_A_[location=242..1766]_[ssu_len=1525]_[contig_len=5608],0.883,301214,330.029723,4972022,5.0 ,0.64,4441
ASV_22427,GCF_014200045.1,100.0 ,0.33,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;s__Rhizorhapis_suberifaciens_[location=77106..78591]_[ssu_len=1486]_[contig_len=366566],0.904,266381,308.0509709,3360228,3.3 ,0.59,3296
ASV_3771,GCF_020386635.1,100.0 ,0.33,99.2 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E_sp020386635_[location=3995830..3997362]_[ssu_len=1533]_[contig_len=5281862],0.884,5281862,323.4359826,5281862,5.3 ,0.61,4819
ASV_4055,GCF_021390575.1,100.0 ,0.33,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_sp021390575_[location=2919446..2920973]_[ssu_len=1528]_[contig_len=3377436],0.854,1911405,315.1282295,6974420,7.0 ,0.63,6309
ASV_278,GCA_016196065.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01_sp016196065_[location=1..1054]_[ssu_len=1054]_[contig_len=837307],0.895,837307,342.6057652,5527405,5.5 ,0.57,4822
ASV_2102,GCA_020073165.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQET01;s__JAIQET01_sp020073165_[location=3500..5012]_[ssu_len=1513]_[contig_len=131259],0.884,211204,331.0348951,4596788,4.6 ,0.6,4098
ASV_19365,GCF_000328705.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinosynnema;s__Actinosynnema_espanaense_[location=6951813..6953327]_[ssu_len=1515]_[contig_len=9360653],0.884,9360653,327.3468735,9360653,9.3 ,0.72,8444
ASV_17601,GCF_003060865.1,100.0 ,0.32,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter_B;s__Gemmobacter_B_aquarius_[location=1287077..1288538]_[ssu_len=1462]_[contig_len=3694576],0.897,3694576,307.7299341,4206589,4.2 ,0.64,4099
ASV_3266,GCF_003850145.1,100.0 ,0.32,99.3 ,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_warneri_A_[location=1..292]_[ssu_len=292]_[contig_len=292],0.857,539436,289.9686508,2555201,2.5 ,0.33,2520
ASV_7237,GCF_005876855.1,100.0 ,0.32,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas_nosocomialis_[location=126..1658]_[ssu_len=1533]_[contig_len=5198],0.895,107156,322.7352874,4755882,4.7 ,0.66,4401
ASV_3418,GCF_006716205.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Oryzihumus;s__Oryzihumus_leptocrescens_[location=2314370..2315892]_[ssu_len=1523]_[contig_len=3575981],0.902,3575981,315.144537,4270697,4.3 ,0.72,4082
ASV_5931,GCF_007971225.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Panacibacter;s__Panacibacter_ginsenosidivorans_[location=1674661..1676186]_[ssu_len=1526]_[contig_len=5528026],0.859,5528026,330.3330554,5528026,5.5 ,0.38,4798
ASV_24681,GCF_009905535.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_sp009905535_[location=25552..27031]_[ssu_len=1480]_[contig_len=137486],0.917,103333,310.1649715,4082691,4.1 ,0.68,4031
ASV_1124,GCF_013003965.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__Usitatibacter;s__Usitatibacter_rugosus_[location=1529533..1531066]_[ssu_len=1534]_[contig_len=4563145],0.939,4563145,336.3972281,4563145,4.5 ,0.67,4257
ASV_20486,GCF_015223055.1,100.0 ,0.32,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_sp015223055_[location=3641..5159]_[ssu_len=1519]_[contig_len=5349],0.919,504641,365.304508,6790055,6.8 ,0.41,5701
ASV_28106,GCF_016907675.1,100.0 ,0.32,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus_bullaregiensis_[location=440559..442081]_[ssu_len=1523]_[contig_len=5200084],0.889,5200084,313.6028426,5200084,5.2 ,0.75,4925
ASV_20633,GCA_000751455.1,100.0 ,0.31,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_onderdonkii_[location=221681..223205]_[ssu_len=1525]_[contig_len=227012],0.897,224210,371.1400137,3611094,3.6 ,0.58,2914
ASV_4064,GCA_001274835.1,100.0 ,0.31,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_dorei_[location=4969474..4971000]_[ssu_len=1527]_[contig_len=5444912],0.894,5444912,358.5400574,5444912,5.4 ,0.42,4531
ASV_8904,GCF_000014005.1,100.0 ,0.31,100.0 ,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Koribacter;s__Koribacter_versatilis_A_[location=5260067..5261564]_[ssu_len=1498]_[contig_len=5650368],0.902,5650368,340.1940776,5650368,5.6 ,0.58,4998
ASV_24786,GCF_002849615.1,100.0 ,0.31,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Candidimonas_A;s__Candidimonas_A_sp002849615_[location=3978..5505]_[ssu_len=1528]_[contig_len=5995],0.912,353467,318.6289736,4310404,4.3 ,0.57,4121
ASV_22074,GCF_003626975.1,100.0 ,0.31,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F_sp003626975_[location=5180288..5181820]_[ssu_len=1533]_[contig_len=5886398],0.887,5886398,320.5584035,5912748,5.9 ,0.63,5462
ASV_2912,GCF_005860785.2,100.0 ,0.31,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_fildesensis_[location=5446100..5447621]_[ssu_len=1522]_[contig_len=9564008],0.87,9564008,323.3573091,9564008,9.5 ,0.7,8592
ASV_18741,GCF_015352445.1,100.0 ,0.31,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_agariphilus_[location=351..1888]_[ssu_len=1538]_[contig_len=2063],0.917,134919,321.7624834,4750663,4.7 ,0.7,4526
ASV_3738,GCF_900115755.1,100.0 ,0.31,99.5 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parafilimonas;s__Parafilimonas_terrae_[location=275615..277138]_[ssu_len=1524]_[contig_len=386810],0.895,334504,349.5544601,4985410,5.0 ,0.4,4260
ASV_2703,GCF_020510645.1,100.0 ,0.3,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus_denitrificans_A_[location=2929888..2931422]_[ssu_len=1535]_[contig_len=4580459],0.92,4580459,333.6315789,4580459,4.6 ,0.62,4218
ASV_1591,GCF_021228375.1,100.0 ,0.3,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium_sp024584515_[location=3751..5265]_[ssu_len=1515]_[contig_len=5552],0.93,549316,322.3078222,3687263,3.7 ,0.7,3554
ASV_15608,GCF_022662335.1,100.0 ,0.3,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp022662335_[location=271..1756]_[ssu_len=1486]_[contig_len=5931],0.913,381538,323.5634186,3897669,3.9 ,0.68,3674
ASV_11369,GCF_000015305.1,100.0 ,0.29,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_austroafricanum_[location=4637795..4639314]_[ssu_len=1520]_[contig_len=6491865],0.919,6491865,323.0505673,6491865,6.5 ,0.68,6170
ASV_28033,GCF_000020665.1,100.0 ,0.29,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_maltophilia_L_[location=353031..354573]_[ssu_len=1543]_[contig_len=4573969],0.894,4573969,336.6148915,4573969,4.6 ,0.66,4056
ASV_36309,GCF_007280415.1,100.0 ,0.29,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B_contaminans_[location=1154927..1156414]_[ssu_len=1488]_[contig_len=1600197],0.928,1691790,321.8225095,3291987,3.3 ,0.56,3172
ASV_14858,GCF_018531195.1,100.0 ,0.29,100.0 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__Pelotalea;s__Pelotalea_chapellei_[location=3724..5278]_[ssu_len=1555]_[contig_len=5430],0.897,218010,326.6437517,3916219,3.9 ,0.51,3593
ASV_11097,GCF_900104925.1,100.0 ,0.29,100.0 ,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera_sp900104925_[location=2831089..2832646]_[ssu_len=1558]_[contig_len=4150883],0.893,4150883,349.3275911,4150883,4.1 ,0.66,3541
ASV_12668,GCF_000264375.1,100.0 ,0.28,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter_thiooxydans_[location=276..1817]_[ssu_len=1542]_[contig_len=5741],0.89,59517,325.2814339,4093898,4.1 ,0.67,3738
ASV_4380,GCF_000721495.1,100.0 ,0.28,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_sp000721495_[location=218..1619]_[ssu_len=1402]_[contig_len=5062],0.871,107840,333.0461819,8804763,8.8 ,0.73,7687
ASV_27111,GCF_014217805.1,100.0 ,0.28,99.5 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter_swui_[location=96102..97619]_[ssu_len=1518]_[contig_len=5968113],0.839,5968113,354.6817349,6225914,6.2 ,0.43,4911
ASV_15820,GCF_900119845.1,100.0 ,0.28,99.5 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__Devosia_A_enhydra_[location=744..2222]_[ssu_len=1479]_[contig_len=2456],0.899,1164472,315.898854,4221709,4.2 ,0.66,4014
ASV_33458,GCA_014197265.1,100.0 ,0.27,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_invictum_[location=1334237..1335758]_[ssu_len=1522]_[contig_len=3580260],0.922,3580260,337.3805879,3580260,3.6 ,0.69,3266
ASV_43320,GCA_023250955.1,100.0 ,0.27,99.7 ,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Fen-1258;s__Fen-1258_sp023250955_[location=1..980]_[ssu_len=980]_[contig_len=57032],0.931,79807,351.1923875,3264875,3.3 ,0.34,2890
ASV_7591,GCF_000013005.1,100.0 ,0.27,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter_D;s__Altererythrobacter_D_litoralis_A_[location=63534..65016]_[ssu_len=1483]_[contig_len=3052398],0.917,3052398,315.4446694,3052398,3.0 ,0.63,2964
ASV_26164,GCF_000347675.2,100.0 ,0.27,99.2 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_E;s__Sphingomonas_E_fennica_[location=2084184..2085669]_[ssu_len=1486]_[contig_len=4054833],0.899,4054833,317.1719106,4633613,4.6 ,0.67,4386
ASV_1454,GCF_004614235.1,100.0 ,0.27,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_intermedia_[location=358254..359711]_[ssu_len=1458]_[contig_len=392968],0.898,794332,311.6226298,3343585,3.3 ,0.67,3217
ASV_19449,GCF_020424085.1,100.0 ,0.27,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Mycetocola;s__Mycetocola_spongiae_[location=1626025..1627542]_[ssu_len=1518]_[contig_len=3196754],0.898,3196754,334.1796303,3196754,3.2 ,0.66,2867
ASV_9877,GCF_022808695.1,100.0 ,0.27,100.0 ,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio_sp022808695_[location=375..1922]_[ssu_len=1548]_[contig_len=5345],0.883,144363,336.8757143,4001451,4.0 ,0.65,3500
ASV_8299,GCF_024160145.1,100.0 ,0.27,99.7 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia_nevei_A_[location=10..426]_[ssu_len=417]_[contig_len=427],0.869,108391,315.8676531,5302202,5.3 ,0.6,4866
ASV_18404,GCF_024181725.1,100.0 ,0.27,99.7 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__U87765;s__U87765_sp024181725_[location=5852057..5853544]_[ssu_len=1488]_[contig_len=5945179],0.852,5945179,312.8793486,5945179,5.9 ,0.65,5404
ASV_3838,GCA_000632085.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium_quisquiliarum_[location=101..1586]_[ssu_len=1486]_[contig_len=1618],0.896,285203,306.839436,4874185,4.9 ,0.64,4752
ASV_378,GCA_000719415.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora_aureofaciens_[location=23..1537]_[ssu_len=1515]_[contig_len=5018],0.868,130663,321.8925803,8022182,8.0 ,0.73,7224
ASV_2134,GCA_001639925.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp001639925_[location=260..1782]_[ssu_len=1523]_[contig_len=1841011],0.925,573510,333.4793741,3792749,3.8 ,0.7,3515
ASV_6696,GCA_002087245.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia_terricola_[location=1002612..1004141]_[ssu_len=1530]_[contig_len=2256959],0.852,2132757,317.8835979,7393089,7.4 ,0.64,6615
ASV_5086,GCA_002841765.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__UBA2197;g__UBA2197;s__UBA2197_sp002841765_[location=2958..4195]_[ssu_len=1238]_[contig_len=4196],0.912,168465,337.573945,3021850,3.0 ,0.56,2725
ASV_66,GCF_000735635.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria_alkalitolerans_[location=17..1456]_[ssu_len=1440]_[contig_len=1462],0.898,178470,338.7046784,5799572,5.8 ,0.65,5130
ASV_13947,GCF_003096795.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp003096795_[location=2604420..2605929]_[ssu_len=1510]_[contig_len=4331524],0.881,4331524,348.7980822,4331524,4.3 ,0.35,3650
ASV_12777,GCF_003627075.1,100.0 ,0.26,99.7 ,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Protaetiibacter;s__Protaetiibacter_intestinalis_[location=3067982..3069505]_[ssu_len=1524]_[contig_len=3097107],0.931,3097107,333.4852788,3097107,3.1 ,0.71,2887
ASV_3575,GCF_014644315.1,100.0 ,0.26,100.0 ,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Tsuneonella;s__Tsuneonella_deserti_[location=442584..444069]_[ssu_len=1486]_[contig_len=2722680],0.919,2722680,315.3630644,2775751,2.8 ,0.65,2702
